Id,CAS,SMILES,Status,Experimental value,Predicted value,NumValenceElectrons,qed,TPSA,MolMR,BalabanJ,BertzCT,MolWt,MolLogP
5143,90-19-7,O=C1C(O)=C(Oc2cc(OC)cc(O)c12)c3ccc(O)c(O)c3,Training,1,1,118,0.535213435,120.36,81.1312,2.355955517,972.3051866,316.265,2.291
5144,90223-04-4,Oc2ccc1c(nc(N)n1C)c2,Training,0,1,62,0.605044094,64.07,46.7912,2.868172587,433.0407478,163.18,0.8611
5145,90301-75-0,O=C1N=C(N)C(=CN1C2OC(CO)C(O)C2)CCCl,Training,0,0,106,0.628978809,110.6,68.953,2.298377689,507.203932,289.719,-0.7525
5146,90301-92-1,C(=CCl)c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl,Training,0,0,76,0.43002129,0,66.379,3.591184988,366.3033572,310.822,6.1631
5147,90-30-2,c1ccc(cc1)Nc3cccc2ccccc23,Training,0,0,82,0.664650917,12.03,73.6727,2.063095014,623.8561252,219.287,4.5834
5148,90-33-5,O=C2Oc1cc(O)ccc1C(=C2)C,Training,0,0,66,0.622523995,50.44,48.8858,2.944524273,511.0490521,176.171,1.80702
5149,90421-79-7,n3c(OCC1OC1)c2ccccc2s3,Training,1,1,72,0.722549311,34.65,54.855,1.873635692,450.0736537,207.254,2.0739
5150,90421-84-4,O=C2c1ccccc1SN2CC3OC3,Training,0,1,72,0.698658265,34.53,55.825,2.143180747,524.1466745,207.254,1.4618
5151,90-44-8,O=C2c1ccccc1Cc3ccccc23,Training,1,0,72,0.537490838,17.07,59.1225,2.242810621,493.0398935,194.233,2.8218
5152,90-46-0,OC2c3ccccc3(Oc1ccccc12),Training,1,0,74,0.704871179,29.46,57.0198,2.196393427,459.8940691,198.221,2.874
5153,90509-02-7,O=C(OC)Nc2nc3cc(OS(=O)(=O)c1ccc(F)cc1)ccc3([nH]2),Training,0,0,130,0.687891949,110.38,86.3352,1.85884235,1031.006377,365.342,2.648
5154,90594-13-1,n2cc(N)cc3nc1ccccn1c23,Training,1,1,68,0.575128502,56.21,54.9054,2.566841134,611.6210717,184.202,1.4647
5155,90597-22-1,O=C1N=C(N)C=CN1C2C=C(CO)C(O)C2(O),Training,0,0,92,0.443658029,121.6,59.1288,2.412332683,510.5176287,239.231,-1.9793
5156,90625-53-9,O=C4C=CC(=Nc2c3ccccc3(nc1ccccc12))C(OC)=C4,Training,0,1,116,0.527698984,51.55,95.583,2.040598389,1007.615271,314.344,4.1297
5157,90745-27-0,O=[N+]([O-])c2cccc1cccc(c12)C,Training,1,1,70,0.50827498,43.14,55.3394,2.909384092,500.3637328,187.198,3.05642
5158,90811-87-3,O=C(C=Cc2ccc(Oc1ccccc1)cc2)c3ccccc3,Training,0,0,112,0.467172917,26.3,92.7645,1.654946533,788.2648302,300.357,5.375
5159,90866-04-9,OC2COC(O)(CNc1ccc(cc1)C)C(O)C2(O),Training,0,1,106,0.492663165,102.18,68.5909,1.992313847,423.5466824,269.297,-0.79158
5160,90-94-8,O=C(c1ccc(cc1)N(C)C)c2ccc(cc2)N(C)C,Training,1,1,104,0.796269721,23.55,84.9705,2.2190021,529.8919985,268.36,3.0496
5161,91085-62-0,c1ccc(cc1)CSC(=CCl)Cl,Training,1,1,64,0.733697873,0,57.526,2.438580671,256.4908623,219.136,4.1963
5162,91-08-7,O=C=Nc1cccc(N=C=O)c1C,Training,1,1,64,0.507641668,58.86,46.742,3.32807401,377.3729202,174.159,1.92962
5163,91-13-4,c1ccc(c(c1)CBr)CBr,Training,0,0,54,0.717147018,0,51.704,2.964000094,185.1674942,263.96,3.4764
5164,91134-58-6,O=C(OCC(C)C)C=Cc1oc(cc1)[N+](=O)[O-],Training,1,1,92,0.340746613,82.58,60.1934,2.517752774,432.8251195,239.227,2.4002
5165,91137-27-8,O=[N+]([O-])c2cccc1c2(cccc1C),Training,1,1,70,0.50827498,43.14,55.3394,2.878388742,505.6137328,187.198,3.05642
5166,91137-28-9,O=[N+]([O-])c1ccc2ccc(cc2(c1))C,Training,1,1,70,0.50827498,43.14,55.3394,2.692472483,505.6137328,187.198,3.05642
5167,91-15-6,N#Cc1ccccc1(C#N),Training,0,0,46,0.530203344,47.58,35.872,3.284977739,281.7648556,128.134,1.42996
5168,91-17-8,C1CCC2CCCCC2(C1),Training,0,0,58,0.481193197,0,43.916,1.925367734,80.60593782,138.254,3.3668
5169,91182-09-1,O=C(C=Cc1oc(cc1)[N+](=O)[O-])NCCCC,Training,1,1,92,0.355734577,85.38,62.3141,2.46093714,422.8608509,238.243,2.1173
5170,91-19-0,n1ccnc2ccccc12,Training,1,0,48,0.541281911,25.78,39.538,2.888051602,278.2344634,130.15,1.6298
5171,91-20-3,c1ccc2ccccc2(c1),Training,0,0,48,0.511431199,0,43.948,2.888051602,271.0151824,128.174,2.8398
5172,91-22-5,n1cccc2ccccc12,Training,1,0,48,0.531191558,12.89,41.743,2.888051602,275.7051383,129.162,2.2348
5173,91-23-6,O=[N+]([O-])c1ccccc1(OC),Training,1,1,58,0.478622896,52.37,39.6484,3.121219319,272.1431256,153.137,1.6034
5174,91254-92-1,O=[N+]([O-])c1ccc2ccc3cccc4cc(O)c1c2c34,Training,1,1,96,0.317822098,63.37,78.4652,2.421131273,991.1396318,263.252,4.1978
5175,91254-93-2,O=[N+]([O-])c1ccc2ccc3cccc4c(O)cc1c2c34,Training,1,1,96,0.317822098,63.37,78.4652,2.410944635,991.1396318,263.252,4.1978
5176,91254-96-5,O=[N+]([O-])c1ccc2c(O)cc4cccc3ccc1c2c34,Training,1,1,96,0.317822098,63.37,78.4652,2.403651216,991.1396318,263.252,4.1978
5177,91254-97-6,O=[N+]([O-])c1ccc2cc(O)c4cccc3ccc1c2c34,Training,1,1,96,0.317822098,63.37,78.4652,2.39428497,991.1396318,263.252,4.1978
5178,91259-16-4,O=[N+]([O-])c5ccc2ccc3cccc4c1ccccc1c5(c2c34),Training,1,1,108,0.173667151,43.14,94.3064,2.283619586,1240.432499,297.313,5.6454
5179,91379-15-6,OCC(O)COC=CC=CC=CC=CC=CCCCC,Training,1,1,112,0.346269865,49.69,84.2696,3.627238738,338.1442793,278.392,3.2849
5180,91-44-1,O=C2Oc1cc(ccc1C(=C2)C)N(CC)CC,Training,0,0,90,0.76140509,33.45,70.782,2.607487279,582.2821706,231.295,2.94762
5181,91-53-2,O(c1ccc2NC(C=C(c2(c1))C)(C)C)CC,Training,0,0,86,0.815319299,21.26,68.9637,2.415269975,432.3615239,217.312,3.6927
5182,91540-29-3,c1ccc3c(c1)c2ccccc2C4N(CCCCC)C34,Training,1,1,102,0.556569999,3.01,83.591,1.720197379,579.6683056,263.384,4.9552
5183,91540-30-6,C=CCN2C3c4ccccc4(c1ccccc1C23),Training,1,1,88,0.560364582,3.01,74.263,1.939069259,577.5121482,233.314,3.951
5184,91549-70-1,O=C(NCCN(C)C)c2ccc3nc1ccccc1c(N)c3(c2),Training,0,1,118,0.725321893,71.25,94.5486,1.961961868,873.4042721,308.385,2.2616
5185,91549-71-2,O=C(NCCN(C)C)c3ccc2c(nc1ccccc1c2(N))c3,Training,0,1,118,0.725321893,71.25,94.5486,1.951659961,873.4042721,308.385,2.2616
5186,91575-28-9,O=C(Nc1ccc(cc1Cl)Cc2ccc(N)c(c2)Cl)C,Training,1,1,104,0.837803915,55.12,84.4261,2.191903061,656.3169275,309.196,4.1248
5187,91575-29-0,O=C(Nc1ccc(cc1Cl)Cc2ccc(NC(=O)C)c(c2)Cl)C,Training,1,1,120,0.852052748,58.2,94.3174,2.157433582,696.7537413,351.233,4.501
5188,91-58-7,c1ccc2cc(ccc2(c1))Cl,Training,0,1,54,0.55644797,0,48.958,2.828901216,379.2844904,162.619,3.4932
5189,91-59-8,Nc1ccc2ccccc2(c1),Training,1,1,54,0.562954441,26.02,48.3604,2.828901216,379.2844904,143.189,2.422
5190,91598-91-3,O=C(Nc1ccc2ccc4c(O)ccc3ccc1c2c34)C,Training,1,1,102,0.510165616,49.33,86.1145,2.238083384,1004.258359,275.307,4.248
5191,91598-92-4,O=C(Nc1ccc2ccc3ccc(O)c4ccc1c2c34)C,Training,1,1,102,0.510165616,49.33,86.1145,2.239117148,1004.258359,275.307,4.248
5192,91-62-3,n1cccc2cc(ccc12)C,Training,1,1,54,0.551905504,12.89,46.48,2.828901216,379.2844904,143.189,2.54322
5193,91626-52-7,O=C1C(=C(C=NN1S(=O)(=O)C)Cl)Cl,Training,1,0,72,0.713480093,69.03,48.7588,3.637136179,492.9912297,243.071,0.3578
5194,91-63-4,n1c2ccccc2(ccc1C),Training,1,1,54,0.551905504,12.89,46.48,2.828901216,379.2844904,143.189,2.54322
5195,91642-47-6,O=C(OCCCCC)C=Cc1oc(cc1)[N+](=O)[O-],Training,1,1,98,0.245113119,82.58,64.8804,2.377773757,435.431099,253.254,2.9344
5196,91-64-5,O=C1Oc2ccccc2(C=C1),Training,1,0,54,0.530221668,30.21,42.484,2.935350798,428.5108209,146.145,1.793
5197,91-66-7,c1ccc(cc1)N(CC)CC,Training,0,0,60,0.638007358,3.24,50.003,2.738498943,189.2875676,149.237,2.5328
5198,91687-67-1,O=C(NCc1ccc(cc1)Cl)C(C)Br,Training,1,0,76,0.845208547,29.1,61.6877,2.459473724,310.4029664,276.561,2.7396
5199,91-68-9,Oc1cccc(c1)N(CC)CC,Training,1,1,66,0.742080615,23.47,51.6678,2.8535996,243.3488247,165.236,2.2384
5200,918-00-3,O=C(C)C(Cl)(Cl)Cl,Training,1,1,42,0.496388988,17.07,30.971,3.791118417,82.67103446,161.415,1.9456
5201,91828-72-7,O=[N+]([O-])c4cc2c(ccc1c2(C=CC(O)C1(O)))c3ccccc34,Training,1,1,114,0.410195214,83.6,88.109,2.179649789,993.140239,307.305,3.3223
5202,91-84-9,n1ccccc1N(Cc2ccc(OC)cc2)CCN(C)C,Training,0,0,112,0.781766859,28.6,86.835,2.104884351,525.491301,285.391,2.6584
5203,91-93-0,O=C=Nc1ccc(cc1(OC))c2ccc(N=C=O)c(OC)c2,Training,1,1,110,0.626160637,77.32,80.545,2.516982803,721.2279699,296.282,3.3054
5204,91-95-2,Nc1ccc(cc1(N))c2ccc(N)c(N)c2,Training,1,1,82,0.541933213,104.08,69.5276,2.502080374,485.0371241,214.272,1.6824
5205,919-86-8,O=P(OC)(OC)SCCSCC,Training,0,0,74,0.496135295,35.53,57.0815,3.522394748,145.7286241,230.291,2.8736
5206,91991-18-3,O=C(Nc1c2cc(ccc2(ns1))Cl)C,Training,1,1,72,0.812567723,41.99,58.9337,2.549412674,494.5176532,226.688,2.9081
5207,91991-19-4,O=C(Nc1c2cc(ccc2(ns1))Cl)CCl,Training,1,1,78,0.843654693,41.99,63.9797,2.430381208,511.7816953,261.133,3.127
5208,91991-21-8,O=C(Nc1c2cc(ccc2(ns1))Cl)CCC,Training,0,0,84,0.907749584,41.99,68.1677,2.303660724,523.6789616,254.742,3.6883
5209,91991-22-9,O=C(Nc1c2cc(ccc2(ns1))Cl)CCCC,Training,0,0,90,0.907848694,41.99,72.7847,2.181419406,538.2851923,268.769,4.0784
5210,91991-23-0,O=C(Nc1c2cc(ccc2(ns1))Cl)CC(C)C,Training,0,0,90,0.916269185,41.99,72.7147,2.239598476,550.4292466,268.769,3.9343
5211,920-37-6,N#CC(=C)Cl,Training,0,1,26,0.40826464,23.79,20.606,3.348800764,79.38407799,87.509,1.26248
5212,920-66-1,FC(F)(F)C(O)C(F)(F)F,Training,0,0,62,0.542733125,20.23,18.1168,4.231132186,97.1417863,168.036,1.4719
5213,92-06-8,c1ccc(cc1)c2cccc(c2)c3ccccc3,Training,0,0,86,0.579489668,0,77.314,2.053580217,569.7160655,230.31,5.0206
5214,92072-09-8,O=[N+]([O-])c3ccc1c5cccc4ccc(c(c2cccc3(c12))c45)[N+](=O)[O-],Training,1,1,124,0.181963424,86.28,100.9608,2.212721394,1391.290209,342.31,5.5536
5215,921-14-2,NN(C(C)C)C(C)C,Training,1,0,50,0.430194052,29.26,36.2984,3.464226847,51.54887502,116.208,0.9789
5216,92116-66-0,n1cc(nc3c1ccc2c3(ncn2C))C,Training,0,1,74,0.553113387,43.6,58.547,2.574928241,654.0413934,198.229,1.82492
5217,92116-67-1,n1cc(nc2c1ccc(NC)c2(N))C,Training,0,1,72,0.666500816,63.83,58.2341,2.79351635,478.7508472,188.234,1.56212
5218,92130-56-8,n1cccc3c1cc(c2c3(ncn2C))C,Training,0,1,74,0.55381866,30.71,60.752,2.648091419,652.3207037,197.241,2.42992
5219,92134-94-6,O=NN1CCSC1C(O)C(O)C(O)CO,Training,0,0,88,0.414327738,113.59,53.8532,2.578933862,219.5572252,238.265,-1.8823
5220,92134-95-7,O=NN1CCSC1C(O)C(O)C(O)C(O)C,Training,0,0,94,0.44054145,113.59,58.4482,2.616912083,242.4685596,252.292,-1.4938
5221,92134-97-9,O=NN1C(C(=O)O)CSC1C(O)C(O)C(O)C(O)CO,Training,0,0,116,0.264907747,171.12,66.4168,2.782752973,358.8392488,312.3,-3.0682
5222,92180-79-5,n2c(N)n(c3ccc1nc(c(nc1c23)C)C)C,Training,1,1,86,0.634443914,69.62,67.6964,2.548408362,741.5606544,227.271,1.71554
5223,92-24-0,c1ccc2cc3cc4ccccc4(cc3(cc2(c1))),Training,1,1,84,0.365177813,0,78.96,2.197069577,728.2526221,228.294,5.1462
5224,922-63-4,O=CC(=C)CC,Training,1,1,34,0.36208457,17.07,25.495,3.234390867,64.33869643,84.118,1.1515
5225,92279-99-7,n2c1ccccc1c(NCCCNCCCl)c3cccc(OC)c23,Training,1,1,126,0.36811917,46.18,102.4974,1.932243137,822.1755613,343.858,4.027
5226,92280-01-8,n2c1ccccc1c(NCCCN(CC)CCCl)c3c2CCCC3,Training,1,1,130,0.564582651,28.16,104.3257,1.732803623,671.2267024,345.918,4.4763
5227,92-31-9,n2c1ccc(cc1[s+]c3cc(N)c(cc23)C)N(C)C,Training,1,1,96,0.416427827,42.15,85.0094,2.318296289,781.0367568,270.381,3.68722
5228,92339-11-2,O=C(NCC(O)CO)c1c(c(C(=O)NCC(O)CO)c(c(c1I)N(C(=O)C)CC(O)CN(C(=O)C)c2c(c(C(=O)NCC(O)CO)c(c(C(=O)NCC(O)CO)c2I)I)I)I)I,Training,0,0,346,0.059188514,339.09,272.95,2.841564366,1756.23998,1550.188,-1.5869
5229,92-36-4,n2c1ccc(cc1sc2c3ccc(N)cc3)C,Training,1,1,84,0.655992355,38.91,74.2054,2.142938437,668.2549998,240.331,3.85392
5230,924-16-3,O=NN(CCCC)CCCC,Training,1,1,66,0.42111231,32.67,47.184,3.326343011,88.09284782,158.245,2.57
5231,92433-40-4,O=C(Nc1cc3c(cc1Cl)c2ccccc2C3)C,Training,1,1,90,0.704487267,29.1,73.9977,2.108421994,648.9370156,257.72,3.8696
5232,924-42-5,O=C(C=C)NCO,Training,0,0,40,0.354519156,49.33,25.4255,3.172899534,79.75898006,101.105,-0.7616
5233,92-48-8,O=C1Oc2ccc(cc2(C=C1))C,Training,0,1,60,0.552257301,30.21,47.221,2.873950478,468.4674283,160.172,2.10142
5234,92-52-4,c1ccc(cc1)c2ccccc2,Training,0,0,58,0.590501888,0,51.878,2.45714948,297.4313205,154.212,3.3536
5235,92-54-6,c1ccc(cc1)N2CCNCC2,Training,0,1,64,0.664835869,15.27,51.5247,2.082510087,226.8537122,162.236,1.0962
5236,92-55-7,O=C(OC(OC(=O)C)c1oc(cc1)[N+](=O)[O-])C,Training,1,1,92,0.339076396,108.88,51.6354,2.904660332,433.9517757,243.171,1.3126
5237,92569-05-6,O=C1N(C(=O)C(Cl)Cl)CCN1c2ncc([N+](=O)[O-])s2,Training,1,1,102,0.477847905,96.65,68.7174,2.170150285,548.6061705,325.133,1.6236
5238,92569-06-7,O=C(Nc1ncc([N+](=O)[O-])s1)NS(=O)(=O)c2ccc(cc2)C,Training,0,1,116,0.643826418,131.3,79.2876,2.068145824,813.2628933,342.358,1.87012
5239,92-59-1,c1ccc(cc1)N(Cc2ccccc2)CC,Training,0,0,82,0.744779946,3.24,69.608,2.129412813,407.9647893,211.308,3.7131
5240,926-06-7,O=S(=O)(OC(C)C)C,Training,1,1,50,0.517693253,43.37,31.0648,3.752574558,144.666358,138.188,0.371
5241,92-66-0,c1ccc(cc1)c2ccc(cc2)Br,Training,0,0,64,0.694584854,0,59.578,2.423855973,375.6290478,233.108,4.1161
5242,92-67-1,Nc1ccc(cc1)c2ccccc2,Training,1,1,64,0.652435572,26.02,56.2904,2.423855973,375.6290478,169.227,2.9358
5243,92-69-3,Oc1ccc(cc1)c2ccccc2,Training,1,0,64,0.696938489,20.23,53.5428,2.423855973,375.6290478,170.211,3.0592
5244,92758-43-5,Nc2ccc3ccc4cc1ccccc1c5ccc2c3c45,Training,1,1,98,0.229238945,26.02,92.0644,2.214990162,1138.300168,267.331,5.3194
5245,92-84-2,c1ccc3c(c1)Nc2ccccc2S3,Training,0,1,68,0.589075014,12.03,60.2897,2.124918322,391.7528749,199.278,3.8948
5246,928-73-4,O=C(O)C=NNC(=O)N,Training,0,0,50,0.320915342,104.78,28.8469,3.484051157,152.3819626,131.091,-1.2749
5247,92-88-6,Oc1ccc(cc1)c2ccc(O)cc2,Training,0,0,70,0.718468894,40.46,55.2076,2.39650904,371.5796467,186.21,2.7648
5248,92887-88-2,N#CCCN(c3ccc(N=Nc1ccc2ncsc2(c1))cc3)C,Training,1,1,114,0.61675644,64.64,93.738,1.706242478,860.5711537,321.409,5.06158
5249,92911-19-8,N(=Nc1ccc2ncsc2(c1))c3ccc(cc3)NC,Training,1,1,94,0.69649711,49.64,79.7847,1.836179237,715.6489857,268.345,4.7534
5250,92-93-3,O=[N+]([O-])c1ccc(cc1)c2ccccc2,Training,1,1,74,0.549929424,43.14,58.5324,2.361069147,462.7406096,199.209,3.2618
5251,92-94-4,c1ccc(cc1)c2ccc(cc2)c3ccccc3,Training,0,0,86,0.579489668,0,77.314,1.951466169,548.7160655,230.31,5.0206
5252,93-05-0,Nc1ccc(cc1)N(CC)CC,Training,1,1,66,0.693208497,29.26,54.4154,2.798428921,224.0988247,164.252,2.115
5253,93-08-3,O=C(c1ccc2ccccc2(c1))C,Training,0,1,64,0.601009735,17.07,53.9525,2.686034664,457.3860595,170.211,3.0424
5254,93106-60-6,O=C(O)C1=CN(c2cc(c(F)cc2(C1(=O)))N3CCN(CC)CC3)C4CC4,Training,1,1,138,0.907548999,65.78,97.7233,1.834238302,927.7517572,359.401,2.3156
5255,93-15-2,O(c1ccc(cc1(OC))CC=C)C,Training,0,0,70,0.659125261,18.46,53.447,2.975326756,292.141795,178.231,2.4323
5256,931-97-5,N#CC1(O)(CCCCC1),Training,0,0,50,0.494294543,44.02,33.6478,2.489256686,130.3418022,125.171,1.20518
5257,93261-88-2,O=C(c3oc(c(c1ccccc1)c3(c2ccccc2))[N+](=O)[O-])CBr,Training,1,1,120,0.264724571,73.35,94.3589,2.385862123,888.1420467,386.201,5.0994
5258,93-27-6,O=C(Nc1ccc(cc1(OC))[N+](=O)[O-])C,Training,1,1,80,0.605871107,81.47,53.9521,3.084745947,403.0988597,210.189,1.5618
5259,932-83-2,O=NN1CCCCCC1,Training,1,1,52,0.50166761,32.67,35.836,2.258745475,87.05865003,128.175,1.5438
5260,93285-74-6,c1ccc6c(c1)cc4c3c6(cc2ccccc2c3C5=C4CCCC5),Training,1,1,114,0.243560698,0,104.242,1.933972499,1190.999362,306.408,6.9444
5261,932-97-8,[N-]=[N+]=C1C=CC(=O)C=C1,Training,1,0,44,0.258340262,53.47,31.9134,2.941440568,225.7834751,120.111,0.3523
5262,933-75-5,Oc1c(ccc(c1Cl)Cl)Cl,Training,0,0,54,0.63249081,20.23,43.1368,3.342153808,232.4149959,197.448,3.3524
5263,933-78-8,Oc1cc(cc(c1Cl)Cl)Cl,Training,0,0,54,0.63249081,20.23,43.1368,3.310532875,236.1649959,197.448,3.3524
5264,933-88-0,O=C(c1ccccc1C)Cl,Training,1,1,52,0.567990504,17.07,41.3625,3.152941447,255.1894334,154.596,2.37402
5265,934-32-7,n1c(N)[nH]c2ccccc12,Training,0,1,50,0.565899971,54.7,40.5061,2.876510167,317.3787059,133.154,1.1451
5266,93-45-8,Oc1ccc(cc1)Nc2ccc3ccccc3(c2),Training,0,0,88,0.649316298,32.26,75.3375,1.923906326,674.0015751,235.286,4.289
5267,93-46-9,c1ccc2cc(ccc2(c1))Nc3ccc(cc3)Nc4ccc5ccccc5(c4),Training,1,1,134,0.346982193,24.06,120.9034,1.324798744,1156.192306,360.46,7.4802
5268,934-73-6,O=S(c1ccc(cc1)Cl)C,Training,0,0,54,0.637372773,17.07,43.7844,3.003400685,242.2879489,174.652,2.0774
5269,93-52-7,c1ccc(cc1)C(CBr)Br,Training,1,0,54,0.716693822,0,51.904,2.746978189,183.7088964,263.96,3.5175
5270,93535-04-7,Nc1ccc(cc1)C=Cc2cccc(c2)Cl,Training,1,1,80,0.609238042,26.02,71.2344,2.177634284,500.3987205,229.71,4.0926
5271,93-58-3,O=C(OC)c1ccccc1,Training,0,0,52,0.546322426,26.3,37.7815,2.852627929,215.9590175,136.15,1.4732
5272,935-95-5,Oc1c(c(cc(c1Cl)Cl)Cl)Cl,Training,0,0,60,0.669580898,20.23,48.1468,3.455546484,270.8740242,231.893,4.0058
5273,93673-31-5,O4C5c3cccc2cc1c6ccccc6(ccc1c(c23)C45),Training,1,1,98,0.240229382,12.53,85.527,1.934000545,1077.252674,268.315,5.2722
5274,93673-33-7,O5C6c4cccc3cc2ccc1ccccc1c2c(c34)C56,Training,1,1,98,0.240229382,12.53,85.527,1.966632123,1077.252674,268.315,5.2722
5275,93673-34-8,O3C4c2cccc1c5cc6ccccc6(cc5(cc(c12)C34)),Training,1,1,98,0.240229382,12.53,85.527,1.890266421,1077.252674,268.315,5.2722
5276,93673-37-1,OC2C=Cc1c3cc5cccc4C=Cc(c3(ccc1C2(O)))c45,Training,1,1,106,0.481306041,40.46,90.3826,1.966250419,1011.306938,286.33,3.8979
5277,93673-39-3,Oc5cccc1c5(ccc2c4C=Cc3cccc(cc12)c34),Training,1,1,98,0.296881268,20.23,89.5528,2.111060391,1087.330573,268.315,5.3356
5278,93-68-5,O=C(Nc1ccccc1C)CC(=O)C,Training,0,0,74,0.741657905,46.17,55.1067,2.649628786,358.0600935,191.23,1.91262
5279,93-72-1,O=C(O)C(Oc1cc(c(cc1Cl)Cl)Cl)C,Training,0,0,82,0.854365339,46.53,59.1978,2.952681123,392.4341136,269.511,3.4987
5280,937-40-6,O=NN(C)Cc1ccccc1,Training,1,1,58,0.485830412,32.67,43.704,2.573213859,222.7934843,150.181,1.7998
5281,93-76-5,O=C(O)COc1cc(c(cc1Cl)Cl)Cl,Training,0,0,76,0.844255021,46.53,54.6028,2.866629469,365.0942913,255.484,3.1102
5282,93780-95-1,OC3c2ccc1cc5ccc6ccccc6(c5(nc1c2C4OC4(C3(O)))),Training,1,1,122,0.294779624,65.88,95.3356,1.746984145,1186.029382,329.355,3.389
5283,93793-83-0,O=C(OCC(=O)NCCCOc1cccc(c1)CN2CCCCC2)C,Training,0,0,138,0.546845638,67.87,95.3247,1.626394659,556.1100036,348.443,2.1207
5284,93-79-8,O=C(OCCCC)COc1cc(c(cc1Cl)Cl)Cl,Training,0,0,100,0.444442651,35.53,72.834,2.480800591,421.2738168,311.592,4.3689
5285,938-55-6,N=1C=NC=2C=1N=CNC=2N(C)C,Training,1,1,62,0.659500414,57.7,45.1267,2.627682822,352.8593231,163.184,0.3705
5286,938-73-8,O=C(N)c1ccccc1(OCC),Training,0,0,64,0.730808307,52.32,46.1289,2.997630063,283.6119538,165.192,1.1842
5287,93943-58-9,O=CC2=C(CC(C1=CCC(C)(C)C1)C)C(O)OC2,Training,0,1,100,0.615976994,46.53,69.9278,2.039128897,403.9617767,250.338,2.6031
5288,939-99-1,FC(F)(F)c1ccc(cc1)CCl,Training,0,0,66,0.601063752,0,41.001,2.925305499,250.0006373,194.583,3.4442
5289,940-14-7,O=[N+]([O-])c1ccc(OC=C)cc1,Training,1,1,62,0.391261305,52.37,43.9214,2.846340724,291.676212,165.148,2.1171
5290,94-11-1,O=C(OC(C)C)COc1ccc(cc1Cl)Cl,Training,0,0,88,0.78145667,35.53,63.185,2.513771072,377.4924664,263.12,3.3238
5291,94-13-3,O=C(OCCC)c1ccc(O)cc1,Training,0,0,70,0.723052379,46.53,48.6803,2.611171251,276.7262618,180.203,1.959
5292,94-20-2,O=C(NCCC)NS(=O)(=O)c1ccc(cc1)Cl,Training,0,0,94,0.879457657,75.27,65.4632,2.750346436,484.7774037,276.745,1.7379
5293,94223-87-7,n1c5ccc(cc5(cc2c1c4cccc3cccc2c34))C,Training,0,0,98,0.368638636,12.89,88.416,1.984192392,1038.997516,267.331,5.34382
5294,94223-88-8,O=[N+]([O-])c1ccc2nc3c(cc2(c1))c5cccc4cccc3c45,Training,1,1,108,0.325018592,56.03,90.3334,1.898670225,1143.595157,298.301,4.9436
5295,94-25-7,O=C(OCCCC)c1ccc(N)cc1,Training,0,0,76,0.452921348,52.32,56.0449,2.481072534,292.6607706,193.246,2.2257
5296,94339-55-6,OC1c2cc3ccc4cccc5ccc(c2(C=CC1))c3c45,Training,1,1,100,0.444015849,20.23,88.7568,2.103502362,1010.476942,270.331,5.0343
5297,94339-56-7,OC2C=Cc1c3ccc5cccc4ccc(cc1C2)c3c45,Training,1,1,100,0.465906892,20.23,88.8908,2.063067326,1010.476942,270.331,4.5142
5298,94-36-0,O=C(OOC(=O)c1ccccc1)c2ccccc2,Training,0,0,90,0.599663509,52.6,63.715,1.929663044,482.7351541,242.23,2.6154
5299,943-93-1,O1C2CCC=CCCC=CCCC12,Training,0,0,72,0.409636426,12.53,54.643,1.798429677,183.1700163,178.275,3.2204
5300,94-41-7,O=C(C=Cc1ccccc1)c2ccccc2,Training,0,0,78,0.55622982,17.07,66.2485,2.117278692,483.3581055,208.26,3.5827
5301,944-22-9,O(CC)P(CC)(=S)Sc1ccccc1,Training,0,1,78,0.722425155,9.23,68.751,2.705488351,313.1578539,246.337,4.1446
5302,94-45-1,n2c1ccc(OCC)cc1sc2N,Training,1,1,68,0.797407728,48.14,55.2014,2.481966975,424.471965,194.259,2.2772
5303,94495-71-3,O=C4Oc1c(c(OC)c(O)c2OC3OC=CC3(c12))C5=C4C(=O)CC5,Training,1,1,122,0.799723362,95.2,80.7343,1.985305726,1014.241732,328.276,1.9821
5304,94500-43-3,OCc1cc4c5ccccc5(cc3ccc2cccc1c2c34),Training,0,1,104,0.32954104,20.23,93.5748,2.208446267,1154.348059,282.342,5.2295
5305,94500-44-4,c1ccc5c(c1)cc3ccc2cccc4c2c3c5(cc4CCl),Training,1,0,104,0.188809818,0,97.209,2.208446267,1154.348059,300.788,6.476
5306,94500-46-6,c1ccc2c(c1)cc3cc(c5cccc4ccc2c3c45)CCl,Training,1,0,104,0.188809818,0,97.209,2.190853531,1154.348059,300.788,6.476
5307,94500-53-5,OCc2cc5cccc4ccc3cc1ccccc1c2c3c45,Training,0,1,104,0.32954104,20.23,93.5748,2.229353737,1154.348059,282.342,5.2295
5308,94500-54-6,c1ccc2c(c1)cc3ccc4cccc5cc(c2c3c45)CCl,Training,1,0,104,0.188809818,0,97.209,2.229353737,1154.348059,300.788,6.476
5309,94574-56-8,O=C(OCc1c(O)cc2C(=O)c3ccccc3(C(=O)c2(c1(O))))C,Training,1,1,116,0.701267866,100.9,78.5486,2.193468677,865.6275809,312.277,1.9363
5310,94-58-6,O1c2ccc(cc2(OC1))CCC,Training,0,0,64,0.667672373,18.46,46.56,2.261806936,281.1671103,164.204,2.3678
